OTU ID	FC4	FC8	FC2	FT4	FT3	FT7	FT2	FC5	FT5	FT1	FC7	FC6	FC3	FT6	FC1
denovo239	0.0	0.0	0.0	0.0	0.0	0.000580575599237	0.0	0.0	0.0	0.0	4.14696856598e-05	4.14696856598e-05	0.000207348428299	0.0	4.14696856598e-05
denovo331	0.0	0.0	0.000331757485278	4.14696856598e-05	0.0	0.0	0.000290287799618	0.0	4.14696856598e-05	0.000870863398855	0.0	0.0	0.0	0.0	0.0
denovo231	0.0	0.000787924027536	0.00107821182715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo230	0.0	0.0	0.00170025711205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000746454341876
denovo309	0.0	4.14696856598e-05	4.14696856598e-05	0.0	0.0	0.0	0.000207348428299	4.14696856598e-05	4.14696856598e-05	0.000165878742639	4.14696856598e-05	8.29393713196e-05	4.14696856598e-05	0.0	0.0
denovo308	0.0	0.0	0.0	0.000539105913577	0.0	0.0	8.29393713196e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo305	0.0	0.0	0.0	0.0	0.0	0.0	0.000165878742639	0.000124409056979	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000165878742639	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo307	0.000248818113959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo306	0.0	0.0	0.0	0.000622045284897	0.0	0.0	4.14696856598e-05	0.0	0.0	0.0	0.0	0.0	8.29393713196e-05	0.0	0.0
denovo301	0.000331757485278	8.29393713196e-05	0.000124409056979	0.0	0.0	0.0	0.0	8.29393713196e-05	0.0	0.0	4.14696856598e-05	0.0	8.29393713196e-05	0.0	0.0
denovo300	0.0	0.0	0.0	0.0	4.14696856598e-05	0.0	0.000124409056979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo303	0.0	0.0	0.000165878742639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo302	0.0	0.0	8.29393713196e-05	0.0	0.0	0.000580575599237	4.14696856598e-05	0.0	0.0	0.0	0.0	0.0	0.000207348428299	0.0	0.0
